ADD,PUSH,POP,OR,ADC,SBB,AND,ES,DAA,SUB,CS,DAS,XOR,SS,AAA,CMP,DS,AAS,PUSHA,PUSHAD,class
0.10057,2.782434,28.36071,3.35233,0,2.815957,0,3.4529,0,17.247736,23.935635,1.592357,0,19.225613,66.392891,8.766343,0.234663,16.376131,0.905129,13.30875,b
4.549494,1.015701,27.258877,3.013247,26.056963,0.605189,0.156587,0.418977,29.468027,23.555799,25.282494,2.336112,0.050785,6.085742,8.06636,0,0.943756,4.278641,0.609421,7.228406,b
7.133508,2.739342,60.087883,5.899402,22.681376,0.448766,0.345924,1.121915,43.137623,26.121914,23.532162,4.730741,0.345924,6.881077,8.42371,0,2.028796,8.087135,0.617053,11.761406,b
5.085068,1.1881,26.470867,2.547287,24.912081,0.560783,0.228115,0.45623,37.011692,23.239235,25.073662,2.062542,0.038019,5.68387,8.601844,0,0.836422,5.44625,0.304154,7.60384,b
9.184004,2.592433,53.541016,5.734612,22.070711,0.307211,0.716827,0.910855,35.717365,26.743559,23.094751,4.236283,0.66832,7.59405,9.507384,0,2.317559,7.620998,1.967231,10.261938,b
10.748724,2.29722,95.008507,5.30346,20.47646,0.255247,0.39705,0.879183,46.086216,31.990925,30.31764,4.339195,0.198525,8.224617,11.883154,0,1.871809,6.83494,0.482133,12.024958,b
1.571856,1.197605,26.946106,1.347305,0,1.946108,0.149701,4.266467,32.410179,35.928146,15.868263,5.16467,0.07485,25.598803,95.209579,5.913174,0.374251,3.293413,0.224551,13.697605,b
20.875422,3.703704,100,1.346801,14.814815,0,0.3367,0.3367,61.616165,19.865318,10.77441,3.030303,1.010101,10.437711,7.744107,0,2.693603,6.397306,0.3367,15.488214,b
0.037589,0.739256,10.205488,2.380654,0,0,0,0,0,15.969176,11.577497,3.289061,0,5.231174,3.163764,2.130059,0.488661,3.583511,1.01491,5.820073,b
0,0,12.841092,0.802568,0,0.321027,0,2.166934,58.507221,12.520064,17.977528,0.401284,0,21.910112,67.89727,10.674157,0.561798,3.691814,0.080257,9.630818,b
0.135777,0.248925,11.13374,0.610998,0,0,0,0,0.02263,13.894547,13.464585,1.221996,0,6.223127,6.675719,3.190767,0.52048,6.766237,0.950441,5.340575,b
1.052632,0,4.210526,0.526316,0,0,0,0.175439,0.175439,10.877192,15.087719,0.526316,0,4.912281,6.842105,3.68421,0,11.22807,0.175439,1.403509,b
1.253133,0,3.508772,1.002506,0,0,0,0.250627,0.250627,11.278195,13.283208,0.75188,0,4.511278,8.02005,4.511278,0,11.779449,0,2.005013,b
0.103158,0.063482,22.298048,2.313125,0,0.944295,0,2.519441,0.003968,10.200762,20.318205,0.880813,0,14.684176,39.541344,4.844469,0.122996,14.303285,0.043644,2.166323,b
0,0,10.546875,4.296875,0,0.390625,0,9.765625,12.109375,15.625,12.5,3.515625,0,35.546875,92.96875,14.84375,0.390625,4.296875,0,20.703125,b
0,0,12,4,0,0.4,0,11.200001,13.6,19.200001,19.200001,3.6,0,36.399998,95.200005,15.2,0.4,6.8,0,21.199999,b
10.518317,2.583587,30.603106,3.015517,19.3729,0.175972,0.775876,0.495921,25.643898,12.390018,19.988802,3.655415,0.791873,8.278675,9.534474,0,2.639578,5.007199,2.271636,10.974244,b
6.281476,1.465761,48.17218,3.956303,20.670994,1.157576,1.390594,1.383077,24.584702,15.476936,20.382851,3.968831,0.095212,8.493898,9.741675,0,1.563479,6.399238,0.313197,13.434893,b
9.405941,0.990099,36.633663,1.980198,0,0.990099,0,9.405941,77.722771,22.772278,44.059406,0.49505,0.49505,35.643566,100,14.356436,2.970297,3.465347,0.49505,17.821783,b
0.016798,0,12.688281,2.844504,26.664427,0.515146,0,1.44465,34.44202,13.074641,16.848648,2.486141,0.005599,5.302649,3.869198,0,0.324766,9.295033,0.044795,10.409317,b
9.884058,5.371981,100,5.89372,0,5.874396,5.951691,9.623189,1.468599,2.357488,6.869565,7.014493,5.31401,9.014492,24.444445,2.995169,4.782609,5.043478,7.20773,5.555556,b
1.077199,0,8.797128,21.005386,0,2.333932,0,4.129264,0,11.849192,9.694794,2.333932,0,8.078995,9.874327,4.308797,0,9.156194,0,2.513465,b
0.010188,0,12.229581,1.990151,27.322124,0.288674,0,0.87621,40.713196,9.2036,21.684496,1.484123,0,4.35388,3.042961,0,0.1766,9.030396,0.037358,7.37986,b
0.061031,0.015258,6.400671,0.488251,0,0.610314,0.015258,2.120842,0.007629,7.529753,14.952702,0.511138,0,9.581935,7.606042,4.508697,0.045774,4.333231,0.663717,3.166005,b
1.13028,0.059488,27.096966,1.784652,0,3.242118,0.089233,11.957169,0.059488,26.47234,18.084475,2.40928,0.029744,23.319452,74.955383,5.889352,0.327186,3.242118,0.059488,16.50803,b
5.691057,1.219512,81.504066,6.300813,0,12.195122,0.406504,25.406504,64.024391,23.98374,20.528456,3.455285,0.609756,40.040649,100,9.146341,0.813008,7.520326,1.626016,27.84553,b
0,0,11.371841,1.233454,0,0.391095,0,0.842359,1.052948,3.941035,47.864021,0.060168,0,17.027678,100,10.860409,0.120337,0.872443,0,4.873646,b
0.490506,0.379747,20.268988,3.623418,0,3.591772,0.063291,7.32595,30.664557,23.575951,24.303797,0.933544,0.015823,20.142405,100,5.838608,0.838608,6.202532,0.158228,15.000001,b
11.428572,3.428571,31.428572,2.285714,0,1.142857,0,9.714286,97.714287,18.285713,8,0,0,33.142857,65.14286,16,2.285714,5.714286,1.142857,22.857143,b
2.123288,0.410959,71.849319,74.178085,0,21.575342,0.136986,29.38356,27.739727,34.246574,14.589042,6.164383,0,33.150684,100,5.410959,0.342466,12.328767,0.273973,15.89041,b
0,0,12.020034,0.66778,0,0.33389,0,2.003339,5.509182,12.854758,23.205343,0.33389,0,38.731216,64.774628,19.699499,0.33389,4.006678,0,13.021703,b
4.222649,0.575816,31.094051,3.646833,0,1.727447,0,7.485604,41.842609,17.850286,19.961613,0.191939,0,19.193857,100,6.909789,0.575816,4.990403,0.383877,19.577736,b
0.680272,0,6.9161,1.247166,0,0,0,0.113379,0.113379,12.585033,20.63492,2.040816,0,6.575963,7.596372,4.648526,0.113379,11.337868,0.453515,3.514739,b
0,0,12.676056,1.056338,0,0.352113,0,2.112676,15.492958,12.323943,16.901407,0.352113,0,35.563381,66.901413,20.422535,0.352113,4.577465,0,16.901407,b
0.833333,0,7.083333,9.166667,0,5.277778,0,3.611111,0,13.055555,14.861112,1.111111,0,10.138888,13.75,5.138889,0.138889,9.861111,0,5,b
2.180328,1.655738,15.721313,3.04918,0,2.918033,1.114754,4.803278,12.47541,12,14.147541,3.770492,0.983607,12.983606,53.819675,2.852459,1.901639,6.442623,2.114754,19.131147,b
3.819918,0.068213,38.608459,8.799455,0,3.478854,0,7.094134,31.787174,29.877216,27.216917,2.523875,0,27.080492,90.995911,6.412005,1.296044,6.343792,0.136426,22.169168,b
0,0,14.438502,1.604278,36.631016,0.26738,0,1.336898,35.561497,9.625669,21.390373,0.534759,0,3.475936,2.139037,0,0.26738,6.951871,0.26738,9.358289,b
3.022339,1.182654,29.434956,1.839685,21.944809,1.270258,0.043802,0.613228,38.501972,13.184406,13.140604,3.153745,0.087604,6.614104,6.657907,0,1.576873,6.701709,0.262812,13.578625,b
8.002637,1.850249,70.086952,3.539787,21.708492,0.020604,0.259612,0.041208,54.938805,18.045082,21.679647,3.745828,0.177195,6.259529,6.078213,0,1.438167,7.817201,0.646969,11.155066,b
0,0,17.382271,0.831025,17.036013,0,0,0,58.518005,9.62604,14.058171,0.138504,0,1.454294,0.069252,0,0.207756,7.409972,1.66205,18.282549,b
0.858369,0,17.453505,12.446352,0,7.010015,0,11.874105,0,12.589413,19.313305,2.145923,0,12.589413,19.027182,6.723891,0,10.729614,0,6.008584,b
5.353728,1.912046,68.451241,6.309752,29.063097,0.191205,0.382409,3.441682,56.022942,14.913959,32.50478,5.353728,0,8.986615,9.751434,0,2.294455,8.986615,0.573614,19.694073,b
12.650603,3.012048,44.578316,3.012048,0,0,0,9.638554,100,17.469879,6.626506,0.60241,0,34.939758,60.843372,18.072289,2.409638,4.216867,1.204819,23.493975,b
0,0,14.719001,1.338091,51.471901,0,0,0,100,6.690455,59.768063,0.178412,0,9.277431,0,0,0.089206,13.559322,0.44603,4.371097,b
0.214286,0.142857,16.428572,6.928571,0,4.142857,0.142857,12.285714,6,25.285715,19.642857,3.571429,0,28.857141,55.92857,11.642857,0.857143,7.428572,0.071429,9,b
0.324675,0.081169,16.720779,7.305194,0,3.49026,0.162338,13.068181,3.571429,20.941559,19.724026,2.840909,0,26.217533,51.948051,10.470779,0.730519,6.737013,0,7.873376,b
0.498043,0,5.620775,0.960512,0,0.889363,0.071149,2.312344,0.035575,9.996443,10.743507,0.462469,0,11.028104,8.929207,5.336179,0.284596,5.051583,0.78264,6.723586,b
0.057537,0.095896,21.595705,4.564633,0,2.282317,0.019179,5.408515,0.863061,15.304949,8.112773,3.75911,0.019179,19.677792,43.095512,9.301879,1.093211,2.800153,0.172612,7.614116,b
0.135796,0.298751,11.488321,0.760456,0,0,0,0.054318,0.027159,13.905486,13.579576,1.330799,0,4.562738,5.187398,2.770234,0.62466,7.197175,0.97773,5.051602,b
0.03709,4.222044,29.115412,4.617667,0,1.625765,0,1.922483,0,14.526798,20.572418,3.67188,0,15.126414,63.806641,7.189219,0.129814,15.522038,0.815973,12.647586,b
0,0,18.706898,0.172414,0,1.896552,0,5.517241,2.327586,16.379311,14.482759,0.862069,0,36.206894,100,6.551724,0.862069,2.586207,0,7.068965,b
0,0,9.88417,0.15444,45.559845,0.46332,0,3.088803,11.119691,15.212356,38.610039,0,0,9.88417,7.567567,0,0,4.247104,0.07722,8.416988,b
0,0,9.88417,0.15444,45.559845,0.46332,0,3.088803,11.119691,15.212356,38.610039,0,0,9.88417,7.567567,0,0,4.247104,0.07722,8.416988,b
0.223714,0.089485,7.337808,1.208054,0,0,0,0.089485,0.044743,10.290828,11.81208,0.402685,0,7.561521,7.427293,4.026845,0.313199,6.39821,0.98434,2.550336,b
14.562377,1.291097,78.666862,2.777361,27.113047,0.645549,0.570485,0.660562,65.996101,12.895961,37.727066,4.89416,0.255217,9.908422,10.478907,0,2.101786,9.593155,1.276085,9.262874,b
0.035702,0.749732,14.280614,2.820421,0,3.141735,0,6.069261,2.927526,10.888968,8.853981,5.248126,0,22.56337,52.445557,9.460907,1.106748,3.463049,0.035702,7.390217,b
0.039463,0.177585,22.849251,4.558011,0,2.052092,0,6.09708,13.022889,28.906866,16.041832,5.110497,0,29.123915,75.55249,10.378848,0.828729,7.004735,0.11839,12.80584,b
6.796941,1.670915,42.282642,4.191447,23.052959,0.084962,0.056641,0.708015,33.220051,16.086094,23.166243,3.285188,0.113282,7.67488,8.751062,0,1.500991,6.372133,0.283206,11.866326,b
0.157542,0.039386,17.959827,5.120126,0,2.008665,0.118157,8.7436,8.507286,25.758171,14.80898,4.056715,0,30.917683,71.681763,12.367073,0.787712,6.301693,0.472627,13.430485,b
2.139331,0.932529,29.566648,1.645639,0,3.126714,0.054855,9.270433,1.206802,14.591333,17.88261,1.53593,0.054855,26.494789,69.884804,10.038398,0.877674,4.662644,0.438837,13.60395,b
0.037627,4.289477,27.411264,4.295748,0,1.643045,0,1.93779,0,14.762322,19.979933,3.323717,0,15.270287,65.050797,7.236925,0.131694,15.778251,0.821523,11.212844,b
31.906282,33.168777,51.377815,30.599281,0,36.300735,12.997209,41.395218,3.657994,7.558775,4.55226,37.385181,12.754421,46.485657,75.887184,8.570388,29.984219,27.912436,32.258327,28.434429,b
3.203469,1.021193,16.982584,1.3919,20.731623,0.559558,0.06295,0.867315,19.157866,10.009093,20.738617,2.133315,0.020983,6.085193,7.700916,0,1.077149,3.098552,0.146884,7.351193,b
0.763359,0,17.048346,0.890585,0,0,0,0,0,18.70229,20.610687,0.254453,0,10.687022,8.524173,8.015266,0.254453,15.521629,0.890585,7.124682,b
0,0,14.864865,0.772201,52.123554,0.579151,0,1.351351,64.478767,11.969111,50,1.544402,0,12.162163,6.563707,0,0.3861,13.127414,0.19305,10.23166,b
0.519211,0,5.711319,1.246106,0,0,0,0.415369,0.103842,14.43406,23.57217,0.415369,0,11.734163,10.384216,4.984424,0.415369,13.291797,0.830737,1.869159,b
0.136836,0.30104,11.302682,0.711549,0,0,0,0,0.027367,13.51943,13.327859,1.286262,0,4.21456,4.926108,2.545156,0.629447,6.951286,0.90312,4.926108,b
3.530534,0.763359,30.438932,0.954198,0,3.435114,0.19084,10.019084,0.19084,18.225191,11.641221,1.622137,0.28626,26.622137,77.099236,10.209924,0.667939,5.725191,0.28626,14.694656,b
1.969697,0.606061,59.924244,3.787879,0,4.318182,0.151515,8.181818,56.969696,21.28788,18.409092,2.121212,0,27.878788,100,9.090909,0.757576,7.045455,0.606061,18.181818,b
0.017015,0,13.067892,1.05496,28.82423,0,0,0,63.688957,12.710567,26.220861,0.561511,0,10.090182,4.287902,0,0.085077,9.988089,0.357325,5.240769,b
9.942196,3.815029,57.109825,8.092485,33.641617,2.716763,0.520231,3.988439,68.670525,24.393064,18.034681,6.01156,0.751445,8.612717,9.479769,0,3.468208,10.17341,1.618497,19.19075,b
0.201308,0.905888,28.183191,7.096125,0,4.73075,0.050327,11.222949,1.912431,18.017111,11.726221,11.273276,0,28.082539,45.344742,11.826875,0.553598,4.680423,0.100654,9.159536,b
0,0,9.793815,3.092783,0,2.57732,0,11.340206,28.865978,12.886598,18.041237,1.546392,0,33.505154,75.257729,16.494844,2.061856,6.701031,0.515464,19.587629,b
15.789473,1.913876,90.430626,7.655502,0,5.741627,0.239234,8.851675,50.47847,30.861244,8.61244,0.956938,1.196172,21.291866,100,8.133971,0.956938,7.655502,1.435407,13.875598,b
2.665544,6.818182,100,4.79798,0,6.734007,0.533109,9.624018,0.084175,12.008979,10.858585,14.057239,0.196409,20.819305,43.322109,3.058362,1.851852,3.75982,0.16835,7.884399,b
0,0,13.421671,4.80872,27.313528,1.047232,0,2.778371,13.806369,19.192135,18.657833,3.654627,0,6.368882,4.894208,0,0.683907,10.707417,0.170977,14.02009,b
0,0,9.793815,3.092783,0,2.57732,0,11.340206,28.865978,12.886598,18.041237,1.546392,0,33.505154,75.257729,16.494844,2.061856,6.701031,0.515464,19.587629,b
0.167224,6.856187,100,5.016723,0,8.612041,0.167224,10.535117,0.083612,10.033445,0.167224,9.782609,0.41806,5.936455,17.976587,0.083612,3.929766,6.270904,0.919732,3.67893,b
0.024888,0,9.392889,0.368349,29.253016,0.102872,0.001659,0.112827,72.29007,12.820853,18.073139,0.352586,0.00083,8.2082,5.124525,0,0.003318,11.47522,0.040651,8.395693,b
0,0,17.382271,0.831025,17.036013,0,0,0,58.518005,9.62604,14.058171,0.138504,0,1.454294,0.069252,0,0.207756,7.409972,1.66205,18.282549,b
0,0,17.382271,0.831025,17.036013,0,0,0,58.518005,9.62604,14.058171,0.138504,0,1.454294,0.069252,0,0.207756,7.409972,1.66205,18.282549,b
0,0,17.382271,0.831025,17.036013,0,0,0,58.518005,9.62604,14.058171,0.138504,0,1.454294,0.069252,0,0.207756,7.409972,1.66205,18.282549,b
0,0,17.382271,0.831025,17.036013,0,0,0,58.518005,9.62604,14.058171,0.138504,0,1.454294,0.069252,0,0.207756,7.409972,1.66205,18.282549,b
0,0,15.2,1.4,100,0,0,0,94.800003,10.8,98.599998,0,0,10,0,0,0.2,13.2,0.4,9.8,b
0,0,16.204691,1.492537,100,0,0,0,98.72068,9.808103,99.147125,0,0,10.66098,0,0,0.21322,14.072495,0.426439,10.021322,b
0,0,18.663195,0.173611,0,1.822917,0,5.46875,2.170139,16.40625,14.583333,0.868056,0,35.9375,100,6.597222,0.868056,2.604167,0,7.118055,b
6.838749,0.894694,43.233238,2.025915,0,2.591526,0.123406,9.060058,24.650351,21.96627,29.946524,2.488688,0.041135,12.978198,59.265732,4.195804,1.028383,2.704648,0.154258,14.428219,b
0.01256,0.753579,26.723814,6.521603,0,1.673575,0.031399,3.369128,3.086536,9.780834,7.548355,7.592314,0.01256,17.335468,79.191788,6.62208,1.504019,3.997111,0.034539,18.987064,b
13.842238,1.933842,68.854965,3.969465,35.521629,0.712468,0.407125,1.679389,69.7201,17.099236,28.600508,5.750636,0.203562,7.480917,8.244274,0,2.900764,8.091603,0.610687,13.435115,b
2.69179,0.134589,45.89502,4.037685,0,1.749664,0,8.209959,45.087482,24.764467,27.994617,0.538358,0,32.839836,100,8.344549,0.403769,4.979812,0.403769,21.265142,b
0,0.4375,11.8125,4.875,0,1.6875,0.0625,7.6875,0,20.0625,10.0625,2.6875,0,10.6875,100,5.0625,2.0625,5.4375,0.1875,8.0625,b
6.85879,1.325648,65.9366,2.363112,0,4.43804,0.115274,11.066282,69.164261,15.850144,17.348703,5.706052,0.057637,23.054754,65.878967,11.412104,1.786744,4.553314,0.461095,15.043227,b
6.572561,1.554081,16.760921,1.83907,20.011578,0.574431,0.538808,0.650131,17.335352,11.119027,20.537025,2.845438,0.414125,6.85755,8.367102,0,1.616422,3.535646,0.881685,8.692167,b
5.331246,7.177882,100,3.33855,0,5.649452,2.310902,7.115284,0.380803,4.486176,0.208659,17.616066,1.163276,7.198748,14.241001,0.166927,3.359416,4.940011,1.011998,5.190402,b
0.27027,0.054054,5.783783,0.432432,0,0,0,0.054054,0.054054,10.756757,12.378378,0.162162,0,6.810811,7.243244,4.162162,0,6.756756,0.702703,2.864865,b
0,0,9.793815,3.092783,0,2.57732,0,11.340206,28.865978,12.886598,18.041237,1.546392,0,33.505154,75.257729,16.494844,2.061856,6.701031,0.515464,19.587629,b
0,0.414365,19.475138,1.657459,0,0.276243,0,0.552486,46.685081,9.80663,11.464088,2.071823,0,22.928177,81.491714,11.60221,1.657459,5.38674,0,12.292818,b
5.365854,0.243902,83.170731,3.414634,0,5.609756,0,10.487804,58.292683,21.707317,22.195122,0.731707,0,31.463415,100,10.243902,0.487805,5.853659,0.487805,19.268291,b
0.051031,0.020412,4.531537,1.70443,0,0.785875,0,2.551541,0.010206,11.30843,11.941213,1.775873,0,6.521739,5.194938,2.571954,0.102062,4.143703,0.357216,5.837926,b
1.724138,0,5.862069,1.034483,0,0,0,0.689655,0.344828,13.448276,16.551723,1.034483,0,6.206896,12.75862,6.896552,0,16.896551,0,1.37931,b
1.160093,0,5.568446,0.696056,0,0,0,0.232019,0.232019,11.136891,16.937355,0.696056,0,6.960557,10.440835,6.264501,0,13.457076,0,0.928074,b
0,0,9.831029,1.228879,0,0.15361,0,0.768049,6.144393,7.834102,29.953918,0.15361,0,35.330261,66.205833,22.580645,0.614439,4.915514,0,12.596006,b
11.692313,0.670618,40.606819,1.962917,0,6.697116,0.619868,11.688688,0.364309,10.599387,14.753593,1.094738,0.170373,23.796059,42.448299,8.634658,0.371559,4.273829,0.413246,11.998623,b
0.131337,0.288941,11.268716,0.70922,0,0,0,0,0.026267,13.55398,13.580246,1.234568,0,4.255319,5.095876,2.600473,0.630418,7.013396,0.893092,4.938272,b
0,0,18.706898,0.172414,0,1.896552,0,5.517241,2.327586,16.379311,14.482759,0.862069,0,36.206894,100,6.551724,0.862069,2.586207,0,7.068965,b
0,0,9.737248,0.154559,45.595055,0.463679,0,3.09119,11.514683,15.224112,38.408039,0,0,9.814528,7.496136,0,0,4.250386,0.07728,8.423493,b
0,0.155039,24.217054,4.217054,0,3.100775,0,5.147287,0.124031,19.72093,8.868217,3.565892,0.031008,29.271317,67.658913,12.496124,0.310078,4.434108,0.186047,9.550387,b
0.240964,0.963855,23.373493,1.204819,42.168674,1.686747,0,0.240964,89.397591,11.325301,32.530121,1.204819,0,17.349398,8.674699,0,0.240964,17.349398,0.481928,9.879519,b
2.833892,2.572176,33.184753,2.588534,23.996075,0.707451,0.229001,1.337204,4.485974,23.525805,28.298029,4.027971,0.122679,5.904964,6.861863,0,1.533491,3.586325,0.257627,8.485319,b
0,0,12.812704,0.478573,20.970198,0.13052,0,0.348053,100,7.135088,17.924734,0.413313,0,9.941266,4.502937,0,0.021753,10.637372,0.043507,3.480531,b
14.335529,2.092212,72.956215,6.819063,27.160015,0.736149,0.271213,1.627276,73.537392,18.558699,23.866718,4.455637,0.116234,9.492445,12.320807,0,2.518404,7.671445,0.58117,12.863231,b
1.022147,0,6.303236,1.022147,0,0,0,0,0.170358,13.287905,17.206133,1.703578,0,10.732538,8.688245,5.28109,0,9.369677,0.851789,3.577513,b
5.63825,0.360848,60.938202,2.70636,0,2.976996,0.270636,8.930988,73.567886,19.981958,22.778528,2.119982,0.090212,23.45512,74.018944,9.47226,1.398286,5.322508,1.398286,16.193052,b
1.557632,0,4.361371,0.934579,0,0,0,0.623053,0.311526,13.395638,15.264797,0.934579,0,4.049844,8.411215,5.29595,0,14.641744,0,1.557632,b
2.959831,0.98661,44.326992,2.889359,27.202255,0.281889,0,0.98661,31.501059,10.077519,22.480621,2.255109,0.070472,7.681466,8.315715,0,2.114165,4.792107,0.352361,11.486962,b
9.807074,2.250804,56.752415,3.858521,0,12.21865,0.321543,15.434083,52.250801,33.440514,15.11254,3.697749,0.96463,29.26045,76.045021,10.610932,2.090032,7.877813,1.125402,18.00643,b
5.349644,1.661493,39.985394,10.48019,19.627533,0.675552,0.018258,1.588461,21.015154,20.065729,28.135841,3.249954,0,9.585539,12.798977,0,1.917108,5.78784,0.219098,12.47033,b
8.267271,2.718007,98.414497,9.739524,34.088333,0.906002,0.11325,2.038505,62.627403,25.254812,26.387316,5.889015,0,13.929785,18.233295,0,1.585504,7.248018,0.906002,20.611551,b
0.496983,0.408236,100,16.87966,0,2.822151,0.106496,6.656017,22.843451,31.380901,11.111112,2.786653,0.088747,17.003904,66.790916,4.703586,0.532481,3.922613,0.177494,12.655308,b
1.411374,0.207555,21.046076,2.90577,0,3.32088,0.083022,6.558738,29.929432,25.819841,17.185555,2.988792,0.041511,18.347862,61.602325,5.853051,0.41511,2.781237,0.332088,15.649647,b
0.021312,0.029837,5.75423,2.058736,0,0.072461,0.01705,0.434764,100,2.416777,1.167896,1.376753,0,2.033161,11.576659,1.231832,0.127872,1.611184,0.008525,1.334129,b
1.732378,0.358423,27.837515,2.389486,0,2.568698,0.119474,5.854241,35.005974,19.653524,17.921146,3.643966,0,29.151731,77.479095,6.750299,0.776583,4.121864,0.238949,14.516129,b
0.044458,0.125963,7.187315,2.600771,0,0.081506,0.014819,0.711322,100,3.519562,1.378186,1.370777,0,2.60818,14.478365,1.511559,0.103734,1.548607,0.00741,2.074689,b
0.021282,0.738781,27.024809,6.378451,0,1.735984,0.033443,3.47805,3.034172,10.044995,7.424298,7.545908,0.015201,17.633467,80.986252,6.755442,1.398516,3.894564,0.091208,18.691475,b
0.42379,0.04359,15.811014,0.968664,28.902504,0,0.002422,0,63.149609,16.469706,27.546375,1.406984,0.002422,11.517411,4.576936,0,0.004843,10.713421,0.346297,4.063544,b
21.139034,7.681395,100,11.24848,0.060803,0,0.16214,0,0,8.633968,1.114714,9.181191,0.101338,1.661937,7.600325,0,3.182003,5.674909,0.567491,14.308877,b
0,0,20.289854,0.966184,37.31884,0,0,0,87.198067,9.903381,30.676329,1.449275,0,14.7343,7.971015,0,0.120773,15.821256,0.483092,9.541063,b
0.014176,0.161606,7.907346,1.550849,0,0,0,0.002835,0.002835,18.131042,12.707323,0.802359,0,9.823935,7.266593,4.300984,0.303365,4.808483,1.224802,4.541975,b
0.093686,0.206108,16.207607,4.496909,0,0,0,0,0.018737,10.286677,13.041035,3.691212,0,3.597527,4.084692,1.986135,0.505902,5.321342,0.749485,14.558742,b
0.255025,0.119487,17.013536,1.476647,23.373104,0,0.003567,0,0.003567,10.89116,23.92417,1.512314,0,9.321776,7.788062,0,0.20509,7.019422,0.472598,6.047474,b
0.093686,0.206108,16.245083,4.496909,0,0,0,0,0.018737,10.286677,13.078507,3.691212,0,3.597527,4.084692,1.986135,0.505902,5.321342,0.749485,14.558742,b
0.037741,4.296138,27.494026,4.296138,0,1.648006,0,1.92477,0,14.750282,20.015097,3.333753,0,15.366713,64.989304,7.258774,0.132092,15.775569,0.824003,11.259278,b
0.047519,7.337008,11.765824,5.208136,0,0,0,0.028512,0.009504,5.217639,5.331686,3.934613,0,1.824748,2.071849,1.007413,0.256605,2.670595,0.351644,15.909523,b
13.476783,3.057758,87.08947,4.07701,27.180067,0.679502,0.11325,1.132503,48.69762,27.97282,21.517553,5.662514,0.566251,9.739524,12.11778,0,2.831257,8.493772,0.453001,19.479048,b
0.036359,4.138892,27.208822,4.502485,0,1.593746,0,1.87856,0,14.240699,20.052116,3.454127,0,14.852746,62.653011,7.041571,0.127257,15.240577,0.805963,12.749969,b
1.759531,0,3.812317,1.17302,0,0,0,0.293255,0.293255,12.60997,15.249268,0.879765,0,4.985337,9.970675,5.278593,0,14.956013,0.58651,0.58651,b
7.877664,1.853568,41.983318,4.07785,23.030584,0.278035,0.046339,0.278035,42.585728,17.562557,22.798889,4.124189,0.139018,7.924004,9.870251,0,1.668211,7.692308,0.231696,12.372567,b
0.090975,0.636827,10.989811,1.273654,0,0,0,0,0.018195,11.626637,12.026928,1.637555,0,5.094614,5.54949,2.674673,0.655022,6.441048,0.891558,5.40393,b
10.371819,1.043705,89.889107,2.935421,0,2.544031,0.195695,24.85323,96.80365,14.220482,31.506847,1.696021,0.065232,20.417482,84.27919,11.024136,2.217873,2.739726,0.84801,16.829746,b
0.136643,0.432703,11.910727,1.024824,0,0,0,0,0.022774,12.388977,13.231609,1.29811,0,5.124117,5.37463,2.710089,0.637668,6.718287,0.865407,5.442952,b
3.212173,0.760778,36.517326,3.212173,0,3.550296,0,7.523246,35.67202,29.416737,19.442097,1.521555,0.169062,20.456467,100,6.255283,1.352494,7.9459,0.422654,21.639898,b
15.691736,2.414113,100,1.114206,13.649026,0,0.464253,0.464253,28.876511,13.184772,10.027855,1.949861,0.464253,15.970288,28.133705,0,0.928505,4.456824,0.371402,10.584958,b
6.117435,1.572353,53.337158,6.854475,0,2.325772,0.262059,5.306691,52.575546,11.546966,24.453362,2.604209,0.171976,17.631643,57.718449,9.073786,0.753419,4.717058,0.49136,19.195807,b
2.05846,0.946892,20.708111,1.111568,35.981884,0.864553,0.041169,0.946892,24.578016,14.450391,31.288597,1.893783,0.041169,4.981474,5.640181,0,1.770276,6.834088,0.123508,16.179497,b
0,0,12.716763,0.578035,28.034681,0,0,0,100,6.358381,26.589596,0,0,4.046243,2.023121,0,0.289017,11.560694,0.578035,6.069364,b
0,0,13.697153,4.831751,26.056946,1.056946,0,2.890423,13.999137,19.413288,17.471958,3.688525,0,6.427955,4.961174,0,0.69025,10.957723,0.172563,14.732528,b
0,0,13.609589,4.61101,26.041031,0.995328,0,2.721917,15.295551,19.012796,17.631525,3.53443,0,6.317286,4.773512,0,0.65001,10.765793,0.162503,14.178346,b
0,0,14.623563,4.860056,25.88414,1.063137,0,2.798872,13.668908,18.962898,16.20742,3.796919,0,6.769364,5.272294,0,0.694294,10.52289,0.13018,13.820786,b
0,0.084034,13.487395,4.726891,26.512606,1.029412,0,2.731092,13.928572,18.697479,18.298319,3.592437,0,6.239496,4.810925,0,0.672269,10.777311,0.168067,13.844538,b
0.59847,0.024679,14.529861,2.153258,22.550592,0.148075,0.018509,0.049358,37.173,14.307749,17.57774,2.270484,0,1.875617,0.154245,0,0.154245,7.866486,0.530602,13.524185,b
0,0,13.09864,3.143952,26.44824,0.578599,0,1.700941,31.293133,14.227954,17.385849,2.697804,0,5.869641,4.23841,0,0.348554,9.745556,0.055769,10.923667,b
0,0,12.945475,3.108844,26.532019,0.572138,0,1.681947,31.322809,14.020817,18.08782,2.667678,0,5.797201,4.184187,0,0.344661,9.64362,0.055146,10.939547,b
