ADD,PUSH,POP,OR,ADC,SBB,AND,ES,DAA,SUB,CS,DAS,XOR,SS,AAA,CMP,DS,AAS,PUSHA,PUSHAD,class
22.537697,19.87488,19.249279,19.26532,0,21.751684,10.811678,22.954763,2.951556,3.192172,3.063843,20.965672,10.474815,29.419315,44.417709,5.325634,16.522297,19.441772,24.013475,25.810074,m
22.070089,19.8859,19.348003,19.348003,0,21.581093,11.361043,20.537897,2.461288,3.488183,3.129584,21.82559,10.546047,30.562347,45.101875,6.552567,17.277914,19.380604,23.65118,25.378973,m
22.603399,19.958321,24.639307,20.503366,0,21.497274,11.269638,24.158384,2.693171,3.206156,3.029817,23.308752,11.061237,29.977556,45.495354,5.081757,18.772041,21.657583,24.366783,28.03783,m
23.643839,20.259371,24.292267,19.848173,0,20.132849,11.11814,23.374981,2.482999,3.14724,3.289578,21.698561,10.532975,29.890875,44.630711,5.298118,18.662027,21.572039,24.292267,25.652378,m
23.629097,20.527576,24.124701,20.97522,0,22.366106,10.887291,23.900881,2.525979,3.181455,3.14948,22.174259,11.430855,31.302959,45.403679,5.931255,18.273382,21.822542,24.18865,27.066347,m
23.648647,20.479408,25.273487,21.267696,0,21.846848,11.293437,23.278635,2.750965,3.040541,3.394466,21.364222,10.859074,30.421492,45.736809,5.662806,19.128057,21.31596,23.793436,26.785713,m
22.528772,20.731514,24.956646,20.037838,0,22.513006,10.673183,22.560303,2.68012,3.216144,3.074255,21.803562,11.429923,31.278574,45.120605,5.880498,18.114456,21.330601,23.979191,25.949865,m
23.611111,20.075758,24.416035,19.933712,0,20.170454,11.126894,23.484848,2.446338,3.140783,3.330177,21.511993,10.574495,29.6875,44.554924,5.208333,18.592171,21.385733,24.337122,25.631315,m
23.733376,20.360989,24.461685,20.788475,0,20.756807,10.861304,23.638378,2.20076,3.293224,2.786574,22.482584,11.162128,31.000631,44.411018,4.987334,18.967701,20.930967,23.891705,26.868271,m
22.654867,21.705551,24.52132,20.547064,0,22.059532,10.893001,24.054707,2.783588,3.185841,3.282381,21.786001,11.938857,30.957361,45.792435,5.486726,19.018503,22.606596,25.309736,26.452133,m
23.430223,21.005301,25.309137,21.55131,0,22.771799,10.550827,24.00835,2.794283,3.227879,3.484824,21.438894,10.888068,30.897703,44.869118,5.315561,19.174562,21.069536,24.586477,27.525293,m
23.06321,20.016207,20.210697,18.119936,0,21.264181,10.405187,21.312805,2.593193,3.56564,3.338736,20.95624,10.680713,30.713129,45.607777,5.786062,16.93679,18.962723,24.343597,25.948137,m
23.629032,20.17742,19.048388,18.854839,0,21,11.241935,21.806452,2.548387,2.983871,3.258064,20.354839,11.387097,29,44.209679,5.387097,16.838711,18.854839,24.306452,25.516129,m
24.227461,20.420515,24.179674,19.831158,0,21.631094,10.65626,22.777956,2.596368,3.408729,2.914941,22.300097,10.210258,30.471489,46.639057,5.62281,19.353298,21.360306,24.02039,27.317616,m
23.582476,20.441364,25.322166,21.32732,0,22.052191,11.275773,23.276417,2.722294,3.028351,3.431057,21.40786,10.889175,30.492914,45.84407,5.670103,18.9433,21.278996,23.791882,26.852449,m
25.132275,20.734127,20.320766,18.584656,0,22.767857,10.929233,22.4041,2.744709,3.554894,3.521825,21.428572,10.929233,29.596561,45.585316,5.902778,16.517857,19.444445,24.289021,25.462965,m
23.973257,20.916906,24.403057,19.80261,0,21.967525,11.031519,24.307547,2.387774,3.454314,3.247374,22.540592,10.60172,30.786375,44.874245,5.730659,19.102196,21.060171,23.973257,26.711237,m
26.072315,21.499468,20.046083,20.187878,0,24.548033,12.24743,23.927685,2.995392,3.296704,3.314428,22.137541,11.999291,33.853245,49.025169,6.097128,18.309111,20.276497,26.993975,26.125488,m
23.431913,19.548262,20.409491,18.76828,0,22.37569,10.058498,20.44199,2.778681,3.168671,3.60741,22.213196,10.724731,29.818005,44.702633,5.768606,17.58206,19.22327,24.553137,25.560612,m
23.567083,20.925392,24.959974,20.605186,0,22.030098,10.790906,23.95133,2.993916,3.410182,3.21806,22.302273,11.319244,31.300032,44.476463,5.763689,19.820686,21.405701,23.855267,26.577011,m
22.494856,20.500237,24.568624,20.246952,0,22.510685,10.986228,23.223049,2.722811,3.656799,3.16606,22.083267,11.508627,29.159412,44.704765,6.078835,18.901379,21.560867,23.650467,26.721546,m
24.73617,20.626799,24.336424,21.266388,0,21.234409,11.640551,24.512312,2.75024,3.42181,3.102015,22.225775,11.592581,31.212023,45.346977,5.612408,18.324272,21.554205,23.536938,26.814838,m
22.265499,20.529049,25.202856,20.447906,0,23.596235,10.873094,23.498865,2.775073,3.229471,3.489127,22.070757,11.506004,31.580656,47.338528,6.020772,19.87991,22.216814,24.310289,27.426159,m
23.40016,21.202888,24.77947,20.128307,0,22.149158,11.291099,23.51243,2.710505,3.255814,3.528468,21.972734,11.323175,31.804329,47.217323,5.982358,18.861267,20.898155,23.528469,27.44186,m
23.139185,20.75861,24.043802,20.234882,0,21.774323,11.331534,23.742264,2.459927,3.18997,3.18997,21.821932,11.093477,31.074432,44.278687,5.840343,18.885891,21.806063,25.011904,26.678307,m
23.053261,21.936216,24.769306,20.932491,0,22.03335,10.717176,23.97604,2.65501,3.075927,2.962603,22.243809,11.54282,30.451675,46.689331,5.876639,19.944958,22.130484,23.846527,26.614862,m
24.963692,21.300629,24.915281,20.622883,0,21.526545,10.940778,24.415039,3.227368,3.340326,3.049863,22.059061,11.392609,30.530903,45.409069,5.954494,19.089882,22.349525,23.979345,27.206713,m
24.221836,20.240164,24.601042,19.955759,0,21.914995,11.249803,22.673409,2.844051,3.31806,2.938853,23.068415,10.712593,30.447149,43.82999,5.119292,19.070942,20.808973,22.562807,25.896666,m
23.32641,20.802044,24.844225,20.658251,0,21.952389,10.784471,23.901581,3.019652,3.435054,3.24333,22.287905,11.327688,31.091228,44.352131,5.767694,19.81147,21.313309,23.789743,26.378016,m
22.313658,21.585693,23.389778,20.588701,0,21.411615,10.223137,22.915018,2.611173,3.038455,2.927678,21.506567,11.330907,30.890963,44.469063,5.649628,18.341511,21.174236,24.038614,27.472702,m
24.266329,20.637426,24.471443,20.66898,0,22.120543,10.618491,22.893658,2.745346,3.171347,3.124014,22.2941,10.665825,31.129694,44.951088,5.443357,17.718523,21.868097,24.392553,27.216785,m
24.385965,20.574163,23.716108,21.132378,0,21.307816,11.610846,23.971292,2.743222,3.397129,3.094099,22.137161,11.642743,30.988836,44.94418,5.677831,18.293461,21.451355,23.429028,26.74641,m
22.674236,21.365499,24.976349,19.788712,0,22.248503,10.532955,23.304951,2.47556,3.216651,3.122044,21.791233,10.596026,30.037844,45.285397,5.061495,18.606117,21.192053,23.478397,25.591295,m
23.021013,20.951178,25.011848,20.082161,0,22.420603,10.53879,23.416021,2.180439,3.081056,2.970454,22.894611,11.012798,30.794754,45.141415,5.071891,18.549534,21.251383,24.41144,26.497078,m
24.806826,21.200901,24.887314,20.637476,0,21.474566,10.882164,24.339987,3.267869,3.316162,3.026401,21.9736,11.397295,30.489376,45.090149,5.956214,18.947199,22.408243,23.873148,27.108822,m
23.180992,21.201122,21.25062,20.343178,0,23.296486,11.070781,21.712589,2.705824,3.0688,3.431777,21.910576,10.724303,30.836496,45.949512,5.609635,18.379807,19.567728,25.622835,26.860254,m
23.485846,20.951284,19.470047,18.597763,0,22.284397,10.9447,21.099407,2.18894,3.19289,3.439763,20.720869,11.142199,29.904541,45.342331,5.727452,17.182356,19.223173,24.473337,26.547071,m
22.74836,21.564548,24.172132,20.588707,0,21.660536,10.942249,23.436251,2.735562,3.023516,3.183491,22.988323,11.262197,29.803232,47.192448,5.583107,18.557032,21.404575,24.444088,27.243641,m
22.868526,21.131474,23.665339,20.637449,0,22.709164,11.091633,21.513945,2.533864,3.203187,3.250996,22.390438,11.043825,30.693228,45.609562,5.784861,17.800798,20.940239,23.139442,26.916334,m
23.795853,20.829348,25.039873,20.430622,0,20.972887,11.754386,23.269537,2.759171,2.870813,2.998405,22.153109,10.829346,30.191389,45.725677,5.741627,18.500797,21.515152,24.481659,26.842106,m
23.374369,20.691288,24.005682,20.407196,0,21.322601,11.142677,23.374369,2.667298,3.156565,2.951389,22.380051,11.174242,30.744949,45.123108,5.52399,19.775885,20.849115,23.074493,27.035984,m
22.998241,20.936552,25.075916,20.872623,0,22.119226,11.059613,23.333866,3.116509,2.780885,3.260348,22.646635,11.171488,32.235897,46.300144,5.769538,19.050663,20.952534,23.97315,25.93895,m
24.463165,19.854641,19.838123,18.648827,0,22.497522,11.612158,21.605549,2.675917,2.989759,3.088867,21.853321,11.314833,29.352495,45.969604,5.698711,17.608192,18.863562,25.305584,26.081928,m
26.535666,19.501322,22.589169,19.666447,0,26.403566,13.160501,24.966974,3.583223,4.095112,3.137384,19.914135,12.830252,35.270805,47.737782,5.861955,19.005943,20.359974,27.65852,24.768826,m
26.792263,20.490164,22.690897,19.339781,0,27.325777,13.554518,26.658886,3.001,4.451484,2.884295,20.223408,12.687562,36.678894,49.049683,6.585529,19.856619,20.740246,28.026009,24.391464,m
26.28409,20.394846,23.222353,20.194077,0,27.070436,12.899448,26.417934,3.028275,4.182701,3.229045,20.86331,12.882717,35.285263,47.097206,6.274051,19.508114,20.578884,29.948133,25.464279,m
26.874474,20.269588,23.824768,20.522326,0,28.374052,13.27717,27.059814,3.706824,4.178601,3.1508,20.673967,14.372367,35.467564,48.946926,6.048862,19.831509,20.387531,29.165966,24.566133,m
29.064039,21.148293,23.917107,20.757603,0,28.503483,13.640224,27.042637,3.057585,3.838967,3.363343,21.488024,13.436386,35.569901,48.445728,6.726686,19.857313,20.061152,28.724306,24.715475,m
27.368599,21.2281,24.493961,20.139481,0,26.688211,13.080456,26.620174,2.8066,4.133356,3.589046,20.071442,13.369621,37.608437,48.341553,6.480694,20.360605,20.887907,29.59687,24.783127,m
28.133514,20.214577,23.348093,19.839918,0,27.895096,13.845367,26.992506,3.184605,4.155313,3.269755,20.401907,13.726158,37.261581,47.922344,6.70981,20.197548,21.253405,29.785421,24.301771,m
27.898239,19.617552,24.124979,21.08588,0,27.181152,13.180809,28.120199,3.431791,4.626942,3.192761,20.727335,13.04422,36.315517,49.786579,6.487963,20.180979,20.061464,30.151955,25.490866,m
27.373632,21.926229,24.146175,19.057377,0,27.424864,13.951503,28.244534,3.159153,4.286202,3.278688,20.833332,12.909836,37.124317,49.863388,6.762295,19.501366,20.474728,30.635246,26.366121,m
22.820066,17.755974,22.202881,19.006172,0,22.123755,10.634594,20.889381,2.927678,3.354961,3.354961,22.392784,11.552461,30.46368,40.908371,5.681279,16.758982,19.876562,24.133566,25.731918,m
23.185387,20.846018,24.034611,21.246595,0,23.057203,12.033328,23.585964,2.467553,3.028361,3.204615,22.36821,11.328313,30.507931,46.563049,5.848422,19.628263,21.21455,23.698126,27.719917,m
23.11871,20.706182,24.01342,21.0417,0,22.942963,11.966768,23.518133,2.476434,3.003675,3.195399,22.255951,11.42355,30.468126,46.365234,5.831603,19.55584,21.105608,23.470203,27.560314,m
23.662062,21.788153,23.535017,20.644751,0,21.407019,10.560584,23.757345,2.699698,2.858504,3.239638,22.105766,10.211211,31.904081,44.830872,5.558202,18.643799,21.343496,23.61442,27.092266,m
22.930038,19.143133,20.988447,20.795893,0,21.293324,10.654686,22.512836,2.679718,3.43389,3.145058,22.673298,10.558409,30.006418,40.452503,5.503851,18.100128,20.667522,24.663029,27.166239,m
23.817135,18.414322,22.298594,20.140665,0,22.826088,10.597826,21.914963,2.749361,3.324808,3.085038,22.266623,9.942455,29.475704,39.929668,5.594629,17.99872,21.451406,23.897058,25.68734,m
23.516273,18.921507,20.851946,20.149969,0,21.857052,10.497766,22.335674,2.568602,3.302489,2.967454,21.665604,10.545629,30.903,41.225273,5.759413,18.395023,19.703255,24.106573,26.627314,m
23.552925,19.2197,21.17045,19.907261,0,22.577551,10.681164,21.602175,2.76623,3.677646,3.40582,21.650145,11.000959,30.540455,40.198273,5.644388,19.283659,20.690758,24.208508,26.447073,m
23.12009,20.843353,24.082092,21.131954,0,23.088022,12.041046,23.601091,2.485169,3.01427,3.222703,22.302389,11.335578,30.703863,46.608944,5.852172,19.544653,21.196089,23.69729,27.641493,m
24.216848,20.710924,22.577503,20.045448,0,21.311476,10.76124,21.701023,2.87291,4.090245,3.002759,22.090569,10.485311,31.731861,41.421848,5.177731,18.811882,22.171726,24.52524,28.631718,m
23.255066,18.076553,21.132196,18.800257,0,22.692184,10.662592,22.756514,2.348022,3.634609,2.926986,22.579607,10.64651,29.607592,41.05822,5.628819,18.526857,21.019621,24.557735,26.5037,m
23.041029,19.292036,22.493965,20.176992,0,22.799679,11.037811,20.997587,2.703137,3.411102,3.218021,22.333065,11.005631,29.927593,39.855186,5.728077,18.43926,21.609011,25.004023,27.49799,m
22.932512,19.226412,21.799643,20.828613,0,21.378864,11.085937,21.573071,2.508497,3.479527,2.589416,22.770674,10.665156,30.975887,39.796085,6.230782,19.922318,21.087555,23.466579,28.078976,m
22.752001,19.072001,21.184,20.304001,0,22.112,10.384,21.472,2.368,3.536,3.152,22.959999,10.896,30.976,41.920002,5.312,18.559999,20.912001,23.52,27.232,m
22.641207,19.223364,22.62516,19.865211,0,22.930038,10.606546,21.983313,2.390886,3.225289,2.631579,22.785622,11.681643,30.921055,42.265724,5.343389,17.731066,20.186136,24.791399,26.283697,m
23.033709,19.325842,21.749599,20.224718,0,21.65329,10.417336,21.492777,2.552167,3.739968,3.210273,22.086678,10.947031,29.486355,41.749599,5.473516,19.325842,19.662922,23.065809,25.730335,m
23.175543,19.855358,21.56476,20.989481,0,21.877054,10.683761,22.830374,2.43261,3.731098,3.040763,22.304405,10.453649,31.656805,41.666664,5.193951,18.885603,23.04405,23.980934,29.05983,m
23.897652,18.764082,21.467655,19.810106,0,22.803347,11.570646,22.867718,2.816221,3.218539,2.848407,23.897652,11.506276,31.638235,42.162861,5.471516,18.216928,19.954941,23.978115,26.826521,m
22.90369,19.773199,21.066921,20.2843,0,21.306499,10.956717,21.753714,2.571474,3.082575,3.13049,22.328701,10.110207,30.586168,41.878296,6.037374,18.814886,20.619709,23.638395,27.327904,m
21.460972,17.941498,21.116846,19.505709,0,20.585016,10.073518,21.304552,2.753011,3.11278,2.956358,21.5079,11.027686,29.313311,40.732048,5.850149,17.675583,19.755983,24.323479,26.419521,m
22.424242,19.027115,21.802233,19.952152,0,20.47847,11.180223,22.121212,2.344498,3.397129,2.966507,22.312599,10.15949,29.633173,41.244019,5.789474,18.00638,20.90909,24.16268,26.74641,m
23.12009,18.983486,21.869488,20.779221,0,22.286356,10.678211,22.430655,3.06237,3.49527,2.886003,22.174122,10.918711,30.126663,40.788841,5.707872,17.925285,19.849287,24.707392,26.968094,m
23.700081,18.973104,22.412388,20.309698,0,21.499592,11.051345,21.548492,3.096985,3.145884,3.162184,22.917685,10.529748,30.44825,40.2934,5.590872,19.103504,22.559088,24.172779,28.215158,m
22.367386,18.573902,21.816465,19.534079,0,20.793325,10.561939,21.422949,2.361089,3.305525,3.053675,22.634975,10.498977,29.135841,39.918148,5.162915,17.409098,20.195183,24.523848,25.940502,m
22.781395,18.590252,21.257343,19.860296,0,21.76536,10.557231,21.352594,2.66709,3.397365,3.016352,21.717733,10.557231,30.258772,40.688999,5.302429,18.320368,20.288935,23.987934,26.369265,m
22.708971,19.069094,21.9359,20.180384,0,22.30633,10.919633,22.032534,2.882912,3.55935,3.108391,22.274118,10.710259,30.729586,39.877598,5.347077,19.793848,22.547915,23.659204,28.523111,m
20.869843,19.627211,21.650469,20.152941,0,21.315916,11.104031,22.415167,2.995061,3.393341,3.457065,23.148001,10.801338,30.062134,39.939461,5.113908,17.476501,20.742393,23.610004,27.927355,m
23.94182,19.055401,21.604837,20.035954,0,21.94803,11.815656,22.242195,2.663834,3.529989,3.105083,22.438307,11.014872,30.429808,42.40889,5.866971,20.084982,22.389278,24.481123,28.779211,m
22.67395,19.331512,22.384701,20.2314,0,21.340189,10.830789,22.256145,2.731801,3.487064,3.294231,22.802505,10.927205,30.644384,39.964645,5.768921,18.736944,22.175798,25.437891,28.699986,m
22.700964,18.987139,21.286173,19.790997,0,22.090033,10.85209,21.237942,2.347267,3.327974,3.102894,22.604502,10.498392,30.819935,40.112541,5.401929,19.083601,22.443729,22.234726,27.700964,m
22.805605,19.020777,21.291674,19.842165,0,22.177485,10.855209,21.307777,2.33532,3.301659,3.108391,22.580126,10.549203,30.842325,40.183605,5.395394,19.165728,22.419069,22.386858,27.830568,m
23.090586,20.071047,21.201355,20.006458,0,21.298241,11.383821,21.895689,2.632004,3.552398,2.874213,23.058292,10.657193,30.744389,40.255127,6.184402,18.472469,22.638462,22.493137,27.854029,m
23.519896,19.362665,22.355225,19.395018,0,22.274345,11.501132,21.158201,2.361695,3.591071,2.944031,22.872856,11.064381,31.769653,41.766418,5.77483,19.572954,21.821417,23.600777,27.483017,m
23.061985,19.59864,21.670174,21.071371,0,21.23321,10.875546,22.268976,2.589416,3.366241,3.139667,22.673571,10.940281,29.632627,40.896587,5.389221,19.825214,21.912931,23.563683,28.499758,m
23.069452,19.572609,21.758135,21.14295,0,21.30484,10.895257,22.308563,2.574065,3.383519,3.140683,22.551401,11.121904,29.674599,40.731747,5.390966,19.864012,22.065727,23.425611,28.638496,m
22.91498,20.194332,21.587044,20.502026,0,21.862349,10.089068,22.31579,2.607287,3.433198,3.157895,22.558704,10.931174,30.299595,40.777328,5.441296,19.951416,22.591093,24.971659,28.469637,m
24.266493,18.625385,21.932241,19.59799,0,21.202787,10.504133,22.045712,2.593613,3.452748,2.950235,22.856216,11.88199,30.329063,41.465393,5.754579,19.743881,22.094341,23.488409,28.708055,m
23.198824,19.669989,22.888418,20.846268,0,21.793825,11.060284,21.973534,2.891684,3.561509,3.659533,22.512661,11.338017,31.334749,41.13707,5.489299,18.166967,22.071556,23.296846,28.52475,m
23.148602,19.6992,22.821644,21.023378,0,21.759031,11.083864,21.987904,2.811836,3.563838,3.678274,22.429295,11.280039,31.338892,41.213013,5.443845,18.22789,21.92251,23.312082,28.510708,m
24.438616,19.177183,21.324373,21.193247,0,22.947058,11.178495,23.160137,2.671693,3.884609,3.26176,23.258482,11.162105,30.175383,40.993279,5.408949,19.308311,23.209309,23.88133,28.42157,m
26.267666,21.496258,23.059019,19.567747,0,26.450542,12.917706,26.58354,2.859518,3.773899,3.391521,20.315876,12.80133,35.677471,49.127182,6.48379,19.800499,20.083124,28.478804,26.001661,m
27.366495,20.7453,23.689901,20.013309,0,27.433041,13.32557,26.501413,3.244052,3.926136,3.293961,20.811846,12.75994,34.170689,47.196804,6.55465,19.431042,20.878389,29.013475,24.22226,m
27.760147,21.546684,23.166862,19.007851,0,26.190079,12.142977,27.710039,3.257057,3.791548,3.424086,20.477701,12.844497,35.977955,48.454987,5.829297,20.260565,19.258394,29.313513,24.870552,m
27.015724,20.876547,22.783541,19.805956,0,27.584475,13.39913,27.065908,3.295416,4.416193,3.395785,19.471395,12.746737,36.483772,48.49448,6.038809,20.809635,21.278019,29.993307,24.422884,m
28.382229,20.670578,22.48114,19.614418,0,27.460184,13.696564,26.80637,3.621123,4.157586,3.202012,19.614418,12.623638,35.875942,49.086338,6.471081,19.932941,21.005867,29.136631,25.465214,m
29.211411,20.067114,23.322147,19.848993,0,27.751678,13.674496,26.677853,3.28859,4.479866,3.473155,19.832214,12.399328,35.989933,47.651009,6.610738,20.956377,20.587248,29.211411,24.781879,m
29.154026,20.323559,23.660263,21.553759,0,28.193462,14.088305,28.244019,2.999663,4.196157,3.38726,20.559488,13.329964,35.321873,48.786652,6.504888,19.801146,20.879677,28.361982,24.435455,m
28.245438,20.655848,24.340771,21.264368,0,26.910076,13.455038,26.284653,3.329953,4.631508,3.397566,19.050034,13.100068,36.612576,47.008114,6.102096,20.199459,21.281271,29.614603,25.25355,m
28.26235,21.567291,23.969336,19.812607,0,28.55196,13.424191,26.507668,3.679727,4.207837,3.270869,20.851789,13.492334,37.291313,48.023849,6.286201,20.817719,21.362862,29.676321,24.940374,m
29.720041,20.877434,25.162172,19.938545,0,26.92045,12.615228,27.808126,3.653124,4.967566,3.448276,20.433596,13.195629,37.111645,49.77808,7.203824,20.194605,20.553089,29.276203,25.708433,m
28.666666,20.358974,23.555555,19.692308,0,27.521368,13.846154,28.222221,3.48718,4.632479,3.384615,21.401709,13.965813,35.760681,51.282055,6.820513,20.153847,21.743589,30.410257,24.923077,m
23.594961,20.10659,22.012274,19.928942,0,22.399872,11.078812,21.770025,2.53553,3.472222,3.229974,23.158915,9.99677,30.345608,40.616928,5.862403,19.089148,22.157623,23.465761,28.391472,m
23.175478,19.364256,22.218618,20.921181,0,21.667208,10.509244,22.380798,2.967889,3.421992,3.211158,22.461887,10.898476,30.927668,41.128769,5.546546,18.196562,22.899773,23.905287,29.240999,m
6.306787,6.400321,100,6.039551,0,8.204169,3.70791,10.515767,0.915286,2.892838,2.124532,6.17985,4.082042,13.468734,18.285677,3.7814,6.233298,6.473811,8.785409,7.362373,m
28.06344,20.367279,24.140234,19.482471,0,27.111853,12.520867,26.060101,3.639399,4.140234,3.372287,19.782972,13.071786,36.14357,47.963272,6.39399,20.200335,20.267113,29.148582,24.440735,m
27.669903,20.220957,24.020758,20.254436,0,26.514896,13.642451,26.581854,3.264145,4.452628,3.515233,19.735521,12.956144,36.5919,48.058254,6.31068,20.572481,20.739872,29.209909,24.004017,m
26.257545,20.623741,23.96043,19.701542,0,26.274311,13.112005,26.8444,3.403756,3.906774,3.236083,20.171026,13.028169,36.167,47.149563,6.539235,19.83568,20.992622,27.95104,25.201208,m
24.514757,19.276789,21.882477,16.617922,0,23.85004,11.911725,24.83382,2.419569,4.147833,3.908535,16.724276,11.406541,31.773466,43.951077,5.902686,17.867588,18.053709,24.461578,24.222282,m
23.361977,18.796993,22.126747,16.917294,0,22.663801,11.090226,24.382383,3.088077,4.726101,3.464017,17.642321,11.734694,32.760475,46.348011,5.209452,17.776585,18.716434,25.10741,24.704618,m
23.819799,19.206905,24.656055,17.50742,0,24.656055,11.43782,23.334232,2.616671,3.830591,3.992447,18.208794,10.952252,30.455893,44.21365,5.17939,16.886971,18.127867,26.247639,25.222551,m
23.468834,18.672087,24.119242,18.807589,0,25.555557,11.97832,24.363144,2.872629,4.742548,4.065041,17.859079,11.273713,31.16531,45.040649,5.636857,16.883469,19.566397,25.392952,24.444445,m
22.463375,19.479111,23.304396,18.204016,0,24.742268,11.530114,26.2344,2.712968,4.123711,3.499729,17.145958,10.851871,32.718391,46.527401,5.887141,16.711884,18.936516,26.641346,24.932177,m
24.151968,18.643148,22.767979,17.421982,0,23.283581,12.130258,24.3962,2.957937,4.369064,4.287652,18.100409,11.126187,32.618725,43.202171,6.024423,17.557665,18.778833,25.020351,25.78019,m
23.534203,18.10532,22.71987,16.368078,0,24.077091,11.156352,23.968512,2.633008,4.750271,3.338762,17.942453,10.043431,31.976112,45.331161,5.673181,17.209555,19.462542,25.244299,25.10858,m
25.067898,18.196632,23.927214,17.327539,0,24.38892,11.86855,24.606192,2.525801,4.263987,3.747963,17.490494,10.945138,30.119499,42.531235,5.649104,16.838675,18.006519,25.420967,25.502443,m
25.251976,17.651867,24.053392,17.352221,0,23.48134,10.977935,23.617544,3.159902,4.331245,3.759194,18.90493,11.795151,32.770363,44.865158,6.673931,19.340778,18.305639,23.862707,24.843367,m
24.502047,18.444748,24.638472,16.562073,0,24.884037,11.296043,24.693043,2.783083,4.038199,3.792633,18.253752,11.514325,32.824009,45.511597,5.457026,17.680763,18.553888,25.37517,25.37517,m
24.174625,18.82674,24.174625,16.889494,0,24.720327,10.668486,24.229197,3.055935,4.038199,3.301501,18.854025,11.268759,32.387447,45.866302,5.811733,17.653479,18.608458,25.566166,25.129604,m
23.471617,18.449781,24.2631,18.395195,0,23.662664,11.599345,23.853712,3.029476,4.257642,4.175764,17.38537,10.671397,30.458515,44.92358,5.786026,18.804585,18.995634,24.590611,24.672489,m
24.733242,18.248974,24.213406,17.56498,0,25.088919,11.13543,24.733242,2.599179,4.021888,3.80301,16.415869,12.968535,32.612862,44.377563,5.307798,17.647058,19.151848,26.566347,25.389877,m
24.863089,18.263964,24.178532,17.168674,0,23.986856,12.568456,23.822563,3.094195,4.463308,3.669222,17.962759,11.829135,33.351589,47.617741,5.969332,18.209202,19.249727,25.082148,26.478642,m
22.992601,19.375172,25.047958,17.895313,0,23.184433,11.427789,24.856125,3.206358,4.576596,3.56262,17.703482,11.26336,30.665937,45.902988,5.535763,18.607838,18.388599,24.554672,25.404221,m
24.657158,20.405924,24.465168,18.348875,0,24.300604,10.998354,26.439936,2.934723,3.812397,3.620406,17.334064,11.135491,32.528801,45.035656,5.787164,17.964893,18.678003,26.055952,25.178278,m
23.75721,20.433947,24.608624,17.577589,0,24.691019,11.040923,24.773415,2.664103,4.614117,3.680308,17.577589,12.606427,30.513596,46.745399,6.701456,18.621258,18.923372,26.036802,25.075527,m
24.436504,18.829027,23.996702,18.004398,0,23.969213,10.802639,25.7834,3.463442,4.233095,3.655855,17.234745,12.17702,31.913141,44.749863,5.854865,17.234745,20.010994,25.398571,24.93128,m
24.848652,20.115576,24.435884,17.116125,0,24.160704,11.062191,24.270777,3.054486,4.595487,3.604843,17.804073,11.640066,30.930105,44.991745,5.641167,18.354431,19.152449,25.619152,24.573473,m
26.046255,18.612333,23.788546,17.48348,0,24.587004,12.059471,25.853523,2.918502,4.377753,3.744493,18.061674,13.325991,31.222466,45.512115,5.809472,17.098017,18.942732,26.183922,25.440529,m
23.62183,19.432194,23.594267,17.19956,0,24.366041,11.190739,25.110254,2.590959,4.38258,3.638368,17.309813,12.210585,32.993385,44.266815,5.815876,18.384785,18.687983,26.598677,26.102537,m
25.110254,18.026461,24.448732,18.577728,0,24.117971,11.68688,24.503859,3.224917,4.13451,3.721058,17.888645,12.10033,34.481808,48.346199,5.485116,16.786108,18.054026,27.28776,25.716648,m
24.868603,18.11895,24.730291,18.727524,0,23.319502,13.471646,25.836792,2.987552,4.757953,3.568465,19.502075,10.594745,32.94606,45.753803,5.504841,19.3361,18.865837,26.639006,24.564316,m
25.03458,18.091288,24.39834,17.593361,0,25.670818,11.31397,24.536654,2.987552,3.84509,3.789765,17.427387,11.922545,32.918396,44.61964,6.224066,18.478561,18.644537,24.508991,26.224068,m
25.090004,19.357519,24.840765,17.308226,0,25.366936,11.243423,25.643867,2.852396,4.541678,3.904736,18.249792,11.271116,33.508724,47.272224,5.566325,18.914429,20.271393,25.228468,25.311548,m
24.394993,20.445063,24.979137,18.776079,0,24.478443,12.406119,25.229486,3.560501,4.311543,3.977747,18.3032,12.183588,33.991657,46.564674,6.342142,18.581364,19.527121,25.146038,25.841448,m
24.012241,19.309959,24.930439,17.918755,0,25.153032,11.741792,25.180859,2.94936,4.785754,3.450195,18.920424,10.545354,33.138565,44.991653,6.121313,18.141348,19.755148,24.680023,26.099052,m
25.543175,18.690807,25.57103,18.133705,0,24.261839,11.420612,25.320333,2.924791,3.899721,4.206128,18.21727,12.618383,33.259052,44.735374,5.626741,20.05571,19.303621,27.938717,25.738161,m
25.027933,19.860334,24.944134,17.905027,0,24.078213,11.927375,24.944134,2.849162,4.301676,3.379888,18.184359,12.206704,34.55307,47.402237,5.810056,18.631285,18.57542,27.067038,26.648045,m
25.202795,18.293705,25.678322,18.433567,0,24.13986,11.020979,25.062937,3.076923,4.587413,3.468531,18.153847,11.804195,32.699303,46.76923,6.797203,17.426573,20.755245,25.566435,26.601398,m
21.408451,19.217527,20.234741,17.480438,0,21.298904,9.687011,21.643192,2.644757,3.239436,3.051643,21.69014,11.14241,29.201878,42.707355,5.101721,17.621283,19.68701,23.755869,25.931145,m
